"NAME","EXTERNAL ID","DATA CENTER","ERROR"
"CGWEPO845PD","CGWEPO845PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWEPO952PD","CGWEPO952PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWEPO953PD","CGWEPO953PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX126TS","CGWGGX126TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX279PD","CGWGGX279PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX280PD","CGWGGX280PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX281PD","CGWGGX281PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX282PD","CGWGGX282PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX283PD","CGWGGX283PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX590PD","CGWGGX590PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX805PD","CGWGGX805PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWGGX872PD","CGWGGX872PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN001PD","CGWHCN001PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN002PD","CGWHCN002PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN002TS","CGWHCN002TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN003PD","CGWHCN003PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN003TS","CGWHCN003TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN004PD","CGWHCN004PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN005PD","CGWHCN005PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN006PD","CGWHCN006PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN007PD","CGWHCN007PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN008PD","CGWHCN008PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHCN009PD","CGWHCN009PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHFN001PD","CGWHFN001PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHFN001TS","CGWHFN001TS","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHHN001PD","CGWHHN001PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHHN001TS","CGWHHN001TS","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHVN001PD","CGWHVN001PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHVN001TS","CGWHVN001TS","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHVN002TS","CGWHVN002TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHVN003TS","CGWHVN003TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWHVN004TS","CGWHVN004TS","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM057TS","CGWIDM057TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM058TS","CGWIDM058TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM127TS","CGWIDM127TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM128TS","CGWIDM128TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM129TS","CGWIDM129TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM130TS","CGWIDM130TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM131TS","CGWIDM131TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM132TS","CGWIDM132TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM133TS","CGWIDM133TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM134TS","CGWIDM134TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM135TS","CGWIDM135TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIDM136TS","CGWIDM136TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN001NP","CGWIGN001NP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN001PD","CGWIGN001PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN002NP","CGWIGN002NP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN002PD","CGWIGN002PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN003NP","CGWIGN003NP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN003PD","CGWIGN003PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN004NP","CGWIGN004NP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN004PD","CGWIGN004PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN005PD","CGWIGN005PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN006PD","CGWIGN006PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN007PD","CGWIGN007PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN008PD","CGWIGN008PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN009PD","CGWIGN009PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN011PD","CGWIGN011PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN012PD","CGWIGN012PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN013PD","CGWIGN013PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN014PD","CGWIGN014PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN015PD","CGWIGN015PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIGN016PD","CGWIGN016PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWIPS031PD","CGWIPS031PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWISG001TS","CGWISG001TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWJUMP001PD","CGWJUMP001PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWKevinTS","CGWKevinTS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWKMS669PD","CGWKMS669PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLCA324PD","CGWLCA324PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLEA322PD","CGWLEA322PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLEB323PD","CGWLEB323PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLEB323PD","CGWLEB323PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLFA317PD","CGWLFA317PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLFB318PD","CGWLFB318PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLFC319PD","CGWLFC319PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLSA320PD","CGWLSA320PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLSB321PD","CGWLSB321PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLSW423PD","CGWLSW423PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLZC419PD","CGWLZC419PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWLZM420PD","CGWLZM420PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWMAC01PD","CGWMAC01PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWMAC03PD","CGWMAC03PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWMAC03PD.HQ","CGWMAC03PD.HQ","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwmac05pd.hq","cgwmac05pd.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWMAK12TS","CGWMAK12TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNSXMGR01","CGWNSXMGR01","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR001PD","CGWNWR001PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR002PD","CGWNWR002PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR003PD","CGWNWR003PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR004PD","CGWNWR004PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR005PD","CGWNWR005PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR006PD","CGWNWR006PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR007PD","CGWNWR007PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR008PD","CGWNWR008PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR009PD","CGWNWR009PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR1087PD","CGWNWR1087PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR1088PD","CGWNWR1088PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR1089PD","CGWNWR1089PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR1196PD","CGWNWR1196PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR1197TS","CGWNWR1197TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR413PD","CGWNWR413PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR414PD","CGWNWR414PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR415PD","CGWNWR415PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR635PD","CGWNWR635PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR635PD-New","CGWNWR635PD-New","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR636PD","CGWNWR636PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR637PD","CGWNWR637PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR842PD","CGWNWR842PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWR842PD-OLD","CGWNWR842PD-OLD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWNWRADTEST","CGWNWRADTEST","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWORC453PD","CGWORC453PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPDM122PD","CGWPDM122PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL011TS","CGWPEL011TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL012TS","CGWPEL012TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL038DV","CGWPEL038DV","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL039DV","CGWPEL039DV","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL040DV","CGWPEL040DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL041DV","CGWPEL041DV","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL051PP","CGWPEL051PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL052PP","CGWPEL052PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL053PP","CGWPEL053PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL054PD","CGWPEL054PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL055PD","CGWPEL055PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL056PD","CGWPEL056PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL112DV","CGWPEL112DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL118PP","CGWPEL118PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL119PD","CGWPEL119PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL120DV","CGWPEL120DV","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPEL140DV","CGWPEL140DV","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwpel141dv.hq","cgwpel141dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPETER12TS","CGWPETER12TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWPS001PD","CGWPS001PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWQMX453PD","CGWQMX453PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwqmx454pd.hq","cgwqmx454pd.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWRCB001PD","CGWRCB001PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWRCB001TS","CGWRCB001TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwrsa001pd","cgwrsa001pd","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwrsa001ts.huskyenergy.com","cgwrsa001ts.huskyenergy.com","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSAP114PD","CGWSAP114PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSAP342PD","CGWSAP342PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSAPSRM01","CGWSAPSRM01","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSAPVRA01","CGWSAPVRA01","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSAPVRA02","CGWSAPVRA02","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCCM1173PD","CGWSCCM1173PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCCM686PD","CGWSCCM686PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCCM687PD","CGWSCCM687PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCCM690PD","CGWSCCM690PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCCM692PD","CGWSCCM692PD","WCP data centre","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCCM693PD","CGWSCCM693PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCCM694PD","CGWSCCM694PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM004PD","CGWSCOM004PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM004TS","CGWSCOM004TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM005PD","CGWSCOM005PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM006PD","CGWSCOM006PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM345PD","CGWSCOM345PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM346PD","CGWSCOM346PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM347PD","CGWSCOM347PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM348PD","CGWSCOM348PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM350PD","CGWSCOM350PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM351PD","CGWSCOM351PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM352PD","CGWSCOM352PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM353PD","CGWSCOM353PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM356TS","CGWSCOM356TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM365PD","CGWSCOM365PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM449PD","CGWSCOM449PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM450PD","CGWSCOM450PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM451PD","CGWSCOM451PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM452PD","CGWSCOM452PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM459PD","CGWSCOM459PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM460PD","CGWSCOM460PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOM461PD","CGWSCOM461PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOMSQL01PD","CGWSCOMSQL01PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOMSQL02PD","CGWSCOMSQL02PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSCOMSQL03PD","CGWSCOMSQL03PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSMTP675PD","CGWSMTP675PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol017dv.hq","cgwsol017dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol018dv.hq","cgwsol018dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol019dv.hq","cgwsol019dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol020dv.hq","cgwsol020dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol021ts.hq","cgwsol021ts.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol022ts.hq","cgwsol022ts.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol023ts.hq","cgwsol023ts.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol024ts.hq","cgwsol024ts.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol025sb.hq","cgwsol025sb.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol026sb.hq","cgwsol026sb.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol027sb.hq","cgwsol027sb.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol028sb.hq","cgwsol028sb.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL117TS","CGWSOL117TS","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol204dv.hq","cgwsol204dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol205sb.hq","cgwsol205sb.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol206ts.hq","cgwsol206ts.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol207dv.hq","cgwsol207dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol208sb.hq","cgwsol208sb.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL209TS","CGWSOL209TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL210PP","CGWSOL210PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol211pp.hq","cgwsol211pp.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL212PD","CGWSOL212PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol213pd","cgwsol213pd","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL254DV","CGWSOL254DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL358DV","CGWSOL358DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL359TS","CGWSOL359TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL360SB","CGWSOL360SB","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL361PP","CGWSOL361PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL362PP","CGWSOL362PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL363PD","CGWSOL363PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL364PD","CGWSOL364PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL417PD","CGWSOL417PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL418PP","CGWSOL418PP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL471TS","CGWSOL471TS","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol472ts","cgwsol472ts","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol473ts","cgwsol473ts","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL474TS","CGWSOL474TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL492TS","CGWSOL492TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL502DV","CGWSOL502DV","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsol503dv","cgwsol503dv","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL511SB","CGWSOL511SB","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL793PD","CGWSOL793PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL794PD","CGWSOL794PD","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL795PP","CGWSOL795PP","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSOL796PP","CGWSOL796PP","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL001PD","CGWSQL001PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL002PD","CGWSQL002PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL002TS","CGWSQL002TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL003PD","CGWSQL003PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL004TS","CGWSQL004TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL005PD","CGWSQL005PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL006PD","CGWSQL006PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL010DV","CGWSQL010DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL010PD","CGWSQL010PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL010PS","CGWSQL010PS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL011DV","CGWSQL011DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL011PD","CGWSQL011PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL012DV","CGWSQL012DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL012PD","CGWSQL012PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL013DV","CGWSQL013DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL013PD","CGWSQL013PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL014DV","CGWSQL014DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL015PD","CGWSQL015PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL016PD","CGWSQL016PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL017PD","CGWSQL017PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL018PD","CGWSQL018PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL019PD","CGWSQL019PD","Rogers Airdrie - New Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL020DV","CGWSQL020DV","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql030np.hq","cgwsql030np.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql037pd","cgwsql037pd","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL043DV","CGWSQL043DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL044NP","CGWSQL044NP","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql049np.hq","cgwsql049np.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql067dv","cgwsql067dv","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL071TS","CGWSQL071TS","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL074DV","CGWSQL074DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL075DV","CGWSQL075DV","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL090TS","CGWSQL090TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql092dv","cgwsql092dv","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql093dv.hq","cgwsql093dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql094dv.hq","cgwsql094dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql095dv.hq","cgwsql095dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql096dv.hq","cgwsql096dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql097dv.hq","cgwsql097dv.hq","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL099DV","CGWSQL099DV","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL1011PD","CGWSQL1011PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL1019PD","CGWSQL1019PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"cgwsql103ts","cgwsql103ts","","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL1082PD","CGWSQL1082PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL1084PD","CGWSQL1084PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL1094PD","CGWSQL1094PD","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
"CGWSQL1097TS","CGWSQL1097TS","WCP Data Center","MISSING_ARGUMENT:Id not specified in an update call"
