"ID","U_APPLICATION","EXTERNAL_ID","NAME","USED_FOR","HOST_NAME","MANUFACTURER","MODEL_ID","OS","OS_VERSION","SHORT_DESCRIPTION","SYS_CLASS_NAME","SYS_CREATED_ON","SYS_CREATED_BY","U_CMDB_CRITICALITY","STATUS"
"a9K1L000000Gn5oUAC","DM Content Server (ECM)","CGWAPP061TS","CGWAPP061TS","Test","CGWAPP061TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","DM-TS03-CSA Content Server Admin/Index/Agent","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5pUAC","DM Content Server (ECM), OpenText Archive and Storage Services (DM-AS), OpenText Enterprise Library Services (ELS), OpenText Directory Services, OpenText Extended ECM for SAP Solutions","CGWAPP062TS","CGWAPP062TS","Test","CGWAPP062TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","DM-TS03-AS Archive Server/ELS","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5qUAC","","cgwapp063ts","cgwapp063ts","","CGWAPP063TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5rUAC","","cgwapp064ts","cgwapp064ts","","CGWAPP064TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5sUAC","","cgwapp065ts","cgwapp065ts","","CGWAPP065TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5tUAC","","cgwapp066dv","cgwapp066dv","","CGWAPP066DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5uUAC","","CGWAPP068TS","CGWAPP068TS","Test","CGWAPP068TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5vUAC","","CGWAPP069TS","CGWAPP069TS","Test","CGWAPP069TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","OT Technical Documents project (SSRS Index & App)","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5wUAC","","cgwapp070ts","cgwapp070ts","","CGWAPP070TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5xUAC","MetaData Hub System (ECM)","CGWAPP072DV","CGWAPP072DV","Development","CGWAPP072DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","MetaData HUB Java DEV Workstaion (Vendor: SmartLogic)



","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5yUAC","MetaData Hub System (ECM)","CGWAPP073DV","CGWAPP073DV","Development","CGWAPP073DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","MetaData HUB Java DEV Workstaion (Vendor: SmartLogic)","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn5zUAC","","cgwapp076dv.hq","cgwapp076dv.hq","","CGWAPP076DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn60UAC","","cgwapp077ts","cgwapp077ts","","CGWAPP077TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn61UAC","","cgwapp078ts.hq","cgwapp078ts.hq","","CGWAPP078TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn62UAC","","cgwapp079ts","cgwapp079ts","","CGWAPP079TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn63UAC","","cgwapp080ts.hq","cgwapp080ts.hq","","CGWAPP080TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn64UAC","","cgwapp081ts","cgwapp081ts","","CGWAPP081TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn65UAC","","cgwapp082ts.hq","cgwapp082ts.hq","","CGWAPP082TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn66UAC","","cgwapp083dv","cgwapp083dv","","CGWAPP083DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn67UAC","Benefits Realization Metrics (ECM)","CGWAPP084DV","CGWAPP084DV","Development","CGWAPP084DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","OT Benefits Realization project","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn68UAC","SharePoint (ECM), Benefits Realization Metrics (ECM)","CGWAPP085DV","CGWAPP085DV","Development","CGWAPP085DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","OT Benefits Realization project

20150825 - Added related Application, as per data collected from recent patching","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn69UAC","SharePoint (ECM)","CGWAPP086DV","CGWAPP086DV","Development","CGWAPP086DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","OT Benefits Realization project (SQL is installed, was not identified when name of requested.

20150825 - Added related Application, as per data collected from recent patching","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6AUAS","","cgwapp087ts","cgwapp087ts","","CGWAPP087TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6BUAS","","cgwapp088ts","cgwapp088ts","","CGWAPP088TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6CUAS","Benefits Realization Metrics (ECM)","CGWAPP089TS","CGWAPP089TS","Test","CGWAPP089TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","No DNS resolution for this server name.  Pings back by IP address only.  No apps/services listed as running on server, need to find out who has access to it and what this server is for.","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6DUAS","","cgwapp091dv","cgwapp091dv","","CGWAPP091DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:04","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6EUAS","SharePoint (ECM)","CGWAPP098DV","CGWAPP098DV","Development","CGWAPP098DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","HOIMS Lessons Learned project (SP WFE / AS)

20150825 - Added related Application, as per data collected from recent patching","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6FUAS","Microsoft RD License Server","CGWAPP1000PD","CGWAPP1000PD","Production","CGWAPP1000PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","Web app server (has IIS running).  No additional info in running services, need to find out who has access to it and what this server is for.  According to INC0443926, it was supposed to be a licence server for something. ","Windows Server","2015-07-02 11:17","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6GUAS","RDP Client ACCESS","CGWAPP1002PD","CGWAPP1002PD","Production","CGWAPP1002PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","RDS License server.  Debra Bell set this up and is used by select RDP servers, and as a backup for Citrix servers.  RDS license server is configured by GPO for Citrix.","Windows Server","2015-07-06 14:28","mid_husky","(5) Mission Critical","Item Created"
"a9K1L000000Gn6HUAS","VMware Site Recovery Manager","CGWAPP1005PD","CGWAPP1005PD","Production","CGWAPP1005PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","VCenter and SRM Server for WCP DR","Windows Server","2015-07-07 13:34","mid_husky","(3) Business Important","Item Created"
"a9K1L000000Gn6IUAS","IPS (Integrated Pipeline System - Midstream)","CGWAPP1007QA","CGWAPP1007QA","QA","CGWAPP1007QA","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1","IPS QA Application Server - WCP - Secure Zone","Windows Server","2015-07-15 9:57","hashmm","(1) Non-Critical","Item Created"
"a9K1L000000Gn6JUAS","IPS (Integrated Pipeline System - Midstream)","CGWAPP1008QA","CGWAPP1008QA","QA","CGWAPP1008QA","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1","IPS QA Application Server - WCP - DMZ","Windows Server","2015-07-15 9:57","hashmm","(1) Non-Critical","Item Created"
"a9K1L000000Gn6KUAS","HEIGISNitro, HEIGIS Map Services","CGWAPP1009PD","CGWAPP1009PD","Production","CGWAPP1009PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","HEIGIS Map Services Secondary Server","Windows Server","2015-08-05 13:08","mid_husky","(4) Business Critical","Item Created"
"a9K1L000000Gn6LUAS","","cgwapp100ts","cgwapp100ts","","CGWAPP100TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6MUAS","Certificate Authority","CGWAPP1010PD","CGWAPP1010PD","Production","CGWAPP1010PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","as per INC0455214 - Certificate Authority Service (SCEP) to enable the BES server to request certificates for devices and enable them to access the WiFi ","Windows Server","2015-08-05 13:08","mid_husky","(2) Productivity Important","Item Created"
"a9K1L000000Gn6NUAS","What's up Gold Network Monitoring","CGWAPP1014PD","CGWAPP1014PD","Production","CGWAPP1014PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","What's up Gold App Server in Corporate","Windows Server","2015-08-18 13:14","mid_husky","(5) Mission Critical","Item Created"
"a9K1L000000Gn6OUAS","","CGWAPP1015TS","CGWAPP1015TS","","CGWAPP1015TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2015-08-21 16:19","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6PUAS","Flowel","CGWAPP1016PD","CGWAPP1016PD","Development","CGWAPP1016PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Hosts Flowel 4.  This server replaces cwf163 (Server 2003)

Update 2016-08-18 - The production deployment of this server failed, approx Dec 2015, rolled back to use cwf163.","Windows Server","2015-08-21 16:24","mid_husky","(2) Productivity Important","Item Created"
"a9K1L000000Gn6QUAS","","cgwapp101ts","cgwapp101ts","","CGWAPP101TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","Unknown","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6RUAS","","CGWAPP1020TS","CGWAPP1020TS","","CGWAPP1020TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard ","6.1.7601","","Windows Server","2015-08-27 12:42","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6SUAS","Lync 2013","CGWAPP1021TS","CGWAPP1021TS","Test","CGWAPP1021TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Mandhir Sidhu has requested that this server not be decommissioned.

Trial for SMART Usage and Monitoring system","Windows Server","2015-08-27 13:33","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6TUAS","InView - wisetools","CGWAPP1022PD","CGWAPP1022PD","Production","CGWAPP1022PD","VMware, Inc.","Unknown","Windows 2008 R2 Standard","6.1.7601","New Production Inview server, was built to resolve a problem with the display of the tag and instrument documentation files. ","Windows Server","2015-09-10 14:58","mid_husky","(2) Productivity Important","Item Created"
"a9K1L000000Gn6UUAS","Accumap, GeoSyn (64-bit)","CGWAPP1023TS","CGWAPP1023TS","Test","CGWAPP1023TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","INC0475597 - test accumap server","Windows Server","2015-09-11 14:46","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6VUAS","","CGWAPP1024PD","CGWAPP1024PD","Production","CGWAPP1024PD","VMware, Inc.","Unknown","Windows 2008 R2 Enterprise","6.1.7601","RightAngle DR Server ?","Windows Server","2015-09-17 9:44","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6WUAS","quickaccess, Infosource","CGWAPP1028PD","CGWAPP1028PD","Production","CGWAPP1028PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","DB Server for both QuickAccess / Infosource","Windows Server","2015-09-22 16:00","mid_husky","(3) Business Important","Item Created"
"a9K1L000000Gn6XUAS","TIBS, HOPI, CFIN","CGWAPP1029DV","CGWAPP1029DV","Development","CGWAPP1029DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600"," TIBS-HOPI-CFIN - per INC0478357","Windows Server","2015-09-30 8:42","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6YUAS","TIBS, HOPI, CFIN","CGWAPP1030DV","CGWAPP1030DV","Development","CGWAPP1030DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","TIBS-HOPI-CFIN - per INC0478357","Windows Server","2015-09-30 8:44","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6ZUAS","TIBS, HOPI, CFIN","CGWAPP1031DV","CGWAPP1031DV","Development","CGWAPP1031DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600"," TIBS-HOPI-CFIN - per INC0478357","Windows Server","2015-09-30 8:45","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6aUAC","OpenText Archive and Storage Services (DM-AS)","CGWAPP1032PP","CGWAPP1032PP","Staging","CGWAPP1032PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Archive Server - Part of SAP EFM (HR) solution","Windows Server","2015-10-05 7:02","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6bUAC","OpenText Imaging Web Viewer","CGWAPP1033PP","CGWAPP1033PP","Staging","CGWAPP1033PP","VMware, Inc.","Unknown","Windows 2008 R2 Enterprise","6.1.7601","Web Viewer front end - Part of SAP EFM (HR) solution","Windows Server","2015-10-05 7:02","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6cUAC","OpenText Imaging Web Viewer","CGWAPP1034PP","CGWAPP1034PP","Staging","CGWAPP1034PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Web Viewer back end - Part of SAP EFM (HR) solution","Windows Server","2015-10-05 7:06","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6dUAC","OpenText Imaging Web Viewer","CGWAPP1035PP","CGWAPP1035PP","Staging","CGWAPP1035PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Web Viewer back end - Part of SAP EFM (HR) solution","Windows Server","2015-10-05 7:02","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6eUAC","DM Content Server (ECM), OpenText Livelink Monitoring Agent (LLMA)","CGWAPP1036PP","CGWAPP1036PP","Staging","CGWAPP1036PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","Agent server - background processing and bulk loads for DM-ST.","Windows Server","2015-10-05 7:02","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6fUAC","DM Content Server (ECM)","CGWAPP1037PP","CGWAPP1037PP","Staging","CGWAPP1037PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","SPCrawl - DM-ST Server that SharePoint uses to crawl for search purposes","Windows Server","2015-10-05 7:03","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6gUAC","DM Content Server (ECM)","CGWAPP1038PP","CGWAPP1038PP","Staging","CGWAPP1038PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","SP-AGA for DM-ST, SharePoint users will connect through this front end for any non-search crawl component of the AGA integration.

DC: Airdrie-DR","Windows Server","2015-10-05 7:02","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6hUAC","IMMPOWER, Aspen Engineering Suite","CGWAPP1040PD","CGWAPP1040PD","Production","CGWAPP1040PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","","Windows Server","2015-10-13 14:36","mid_husky","(5) Mission Critical","Item Created"
"a9K1L000000Gn6iUAC","HDMS Livelink","CGWAPP1042PD","CGWAPP1042PD","Production","CGWAPP1042PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS Prod Admin Default

DC:  Airdrie (DR)","Windows Server","2015-10-26 7:02","mid_husky","(5) Mission Critical","Item Created"
"a9K1L000000Gn6jUAC","HDMS Livelink","CGWAPP1043PD","CGWAPP1043PD","Production","CGWAPP1043PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS Prod Admin1 - Index Server

DC:  Airdrie (DR)","Windows Server","2015-10-26 7:02","mid_husky","(5) Mission Critical","Item Created"
"a9K1L000000Gn6kUAC","HDMS Livelink","CGWAPP1044PD","CGWAPP1044PD","Production","CGWAPP1044PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS Prod Admin2 - Index Server

DC:  Airdrie (DR)","Windows Server","2015-10-26 7:08","mid_husky","(5) Mission Critical","Item Created"
"a9K1L000000Gn6lUAC","HDMS Livelink","CGWAPP1045PP","CGWAPP1045PP","Staging","CGWAPP1045PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS-TST Admin Default

DC:  Airdrie (DR)","Windows Server","2015-10-26 7:09","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6mUAC","HDMS Livelink","CGWAPP1046PP","CGWAPP1046PP","Staging","CGWAPP1046PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS-TST Admin1 - Index Server

DC:  Airdrie (DR)","Windows Server","2015-10-26 7:02","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6nUAC","HDMS Livelink","CGWAPP1047PP","CGWAPP1047PP","Staging","CGWAPP1047PP","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS-TST Admin2 - Index Server

DC:  Airdrie (DR)","Windows Server","2015-10-26 7:02","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6oUAC","HDMS Livelink","CGWAPP1048DV","CGWAPP1048DV","Development","CGWAPP1048DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS-DEV Admin Default","Windows Server","2015-10-26 7:03","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6pUAC","HDMS Livelink","CGWAPP1049DV","CGWAPP1049DV","Development","CGWAPP1049DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS-DEV Admin1 - Index server","Windows Server","2015-10-26 16:24","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6qUAC","HDMS Livelink","CGWAPP1050DV","CGWAPP1050DV","Development","CGWAPP1050DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows � 2008 Enterprise","6.0.6002","HDMS-DEV Admin2 - Index Server","Windows Server","2015-10-26 7:03","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6rUAC","DM Content Server (ECM)","CGWAPP105TS","CGWAPP105TS","Test","CGWAPP105TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","DM-TS01 CS Front End","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6sUAC","opsInfo (Calgary)","CGWAPP1069PD","CGWAPP1069PD","Production","CGWAPP1069PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","INC0487619","Windows Server","2015-10-28 10:17","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6tUAC","DM Content Server (ECM), OpenText Performance Analyzer","CGWAPP106TS","CGWAPP106TS","Test","CGWAPP106TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","DM-TS01-CSA Admin / Index / Agent","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6uUAC","opsInfo (Calgary)","CGWAPP1070PD","CGWAPP1070PD","Production","CGWAPP1070PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","INC0487619","Windows Server","2015-10-28 10:16","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6vUAC","EnCase","CGWAPP1072PD","CGWAPP1072PD","Production","CGWAPP1072PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Some security servers per INC0487972 - App CI?","Windows Server","2015-10-26 15:38","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6wUAC","EnCase","CGWAPP1073PD","CGWAPP1073PD","Production","CGWAPP1073PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Some security servers per INC0487972 - App CI?","Windows Server","2015-10-26 15:39","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6xUAC","EnCase","CGWAPP1074PD","CGWAPP1074PD","Production","CGWAPP1074PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Some security servers per INC0487972 - App CI?","Windows Server","2015-10-26 15:39","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6yUAC","EnCase","CGWAPP1075PD","CGWAPP1075PD","Production","CGWAPP1075PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Some security servers per INC0487972 - App CI?","Windows Server","2015-10-26 15:39","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn6zUAC","","CGWAPP1076PD","CGWAPP1076PD","Production","CGWAPP1076PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","","Windows Server","2016-11-29 8:26","mafi","(1) Non-Critical","Item Created"
"a9K1L000000Gn70UAC","","CGWAPP1077PD","CGWAPP1077PD","Production","CGWAPP1077PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","","Windows Server","2016-11-17 10:27","kumarsr","(1) Non-Critical","Item Created"
"a9K1L000000Gn71UAC","CFIN","CGWAPP1078PD","CGWAPP1078PD","Production","CGWAPP1078PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Incident INC0488237 ","Windows Server","2015-10-29 15:11","mid_husky","(4) Business Critical","Item Created"
"a9K1L000000Gn72UAC","DM Content Server (ECM), OpenText Archive and Storage Services (DM-AS), OpenText Enterprise Library Services (ELS)","CGWAPP107TS","CGWAPP107TS","Test","CGWAPP107TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","DM-TS01-AS Archive Server & Enterprise Library server","Windows Server","2012-12-17 13:05","mid_husky","(1) Non-Critical","Item Created"
"a9K1L000000Gn73UAC","Canon Enterprise Management Console (EMC) Printer Management Tool","CGWAPP1083TS","CGWAPP1083TS","Test","CGWAPP1083TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","","Windows Server","2016-11-28 8:16","kumarsr","(1) Non-Critical","Item Created"
"a9K1L000000Gn74UAC","Canon Enterprise Management Console (EMC) Printer Management Tool","CGWAPP1084TS","CGWAPP1084TS","Test","CGWAPP1084TS","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","","Windows Server","2016-11-28 7:03","kumarsr","(1) Non-Critical","Item Created"
"a9K1L000000Gn75UAC","Secure Print Calgary (UniFLOW)","CGWAPP1085PD","CGWAPP1085PD","Production","CGWAPP1085PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Cannon Uniflow as per INC0490076



Mobile Input Queue (print@huskyenergy.com)

Mac input queue

","Windows Server","2015-10-30 11:32","mid_husky","(4) Business Critical","Item Created"
"a9K1L000000Gn76UAC","Secure Print Calgary (UniFLOW)","CGWAPP1086PD","CGWAPP1086PD","Production","CGWAPP1086PD","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Cannon Uniflow as per INC0490076","Windows Server","2015-10-30 11:32","mid_husky","(4) Business Critical","Item Created"
