"ID","WELL_LOCATION","FAC_NAME","FAC_TYPE","TEST_DATE","VENT_RATE","STATUS"
"a8k16000000fzaMAAQ","131093404428W300","MRSH 131/09-34-044-28W3 SPRK","WI","2010-05-01","508","Item Updated"
"a8k16000000fxzhAAA","131092905023W302","GULH 131/09-29-050-23W3 WSEC","WI","2010-06-03","356","Item Updated"
"a8k16000000fzGhAAI","131091904919W300","EDMH 131/09-19-049-19W3 CLNY","WI","2009-06-13","199.7","Item Updated"
"a8k16000000g0CEAAY","131091005125W300","TNCH 131/09-10-051-25W3 GP","WI","2011-08-07","1580","Item Updated"
"a8k16000000fy4RAAQ","131090604821W300","RUSH 131/09-06-048-21W3 GP","WI","2010-09-06","7","Item Updated"
"a8k16000000g0TZAAY","131082704627W300","EPPH 131/08-27-046-27W3 SPRK","WI","2012-07-26","379","Item Updated"
"a8k16000000fzqqAAA","131082505125W300","CLTH 131/08-25-051-25W3 LDMR","WI","2012-07-01","0","Item Updated"
"a8k16000000fxqVAAQ","131081905025W303","TNSH 131/08-19-050-25W3 MNVL","WI","2009-08-12","618","Item Updated"
"a8k16000000fzH7AAI","131081904426W300","MANT 131/08-19-044-26W3 SPRK","WI","2012-11-04","0","Item Updated"
"a8k16000000fyDSAAY","131081005125W302","TNCH 131/08-10-051-25W3 GP","WI","2010-05-01","600","Item Updated"
"a8k16000000g0TXAAY","131072704627W300","EPPH 131/07-27-046-27W3 SPRK","WI","2012-07-27","185","Item Updated"
"a8k16000000fy7pAAA","131070104925W300","LSDH 131/07-01-049-25W3 SPRK","WI","2009-07-20","763.8","Item Updated"
"a8k16000000fyPRAAY","131062704925W302","BGLH 131/06-27-049-25W3 MNVL","WI","2009-06-11","142","Item Updated"
"a8k16000000g1n6AAA","131061606127W302","CLTH 131/06-16-061-27W3/02","WI","2015-06-08","361","Item Updated"
"a8k16000000fyWsAAI","131061204822W303","RUSH 131/06-12-048-22W3 MNVL","WI","2011-07-15","8","Item Updated"
"a8k16000000g1JAAAY","131061104927W303","ABRH 131/06-11-049-27W3/03","WI","2014-04-19","523","Item Updated"
"a8k16000000fy1pAAA","131061104927W300","ABRH 131/06-11-049-27W3 SPRK","WI","2012-07-08","553","Item Updated"
"a8k16000000g002AAA","131052504825W300","LSHH 131/05-25-048-25W3/00","WI","2014-07-16","67","Item Updated"
"a8k16000000fzpRAAQ","131050605023W300","PKWL C5-6  31/05-06-050-23W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fyLhAAI","131042705125W300","TNCH 131/04-27-051-25W3 LDMR","WI","2010-05-01","274","Item Updated"
"a8k16000000fxdRAAQ","131042704925W302","BGLH 131/04-27-049-25W3 SPRK","WI","2014-01-30","112","Item Updated"
"a8k16000000g0UBAAY","131042204827W300","EPPH 131/04-22-048-27W3 SPRK","WI","2012-06-13","33","Item Updated"
"a8k16000000fy1mAAA","131041104927W300","ABRH 131/04-11-049-27W3 SPRK","WI","2010-09-01","798","Item Updated"
"a8k16000000fzsFAAQ","131040204528W300","MRSH 131/04-02-045-28W3 SPRK","WI","2011-05-24","0","Item Updated"
"a8k16000000fzmkAAA","131023004820W302","EDMH 131/02-30-048-20W3 SPRK","WI","2009-06-14","85","Item Updated"
"a8k16000000g0TTAAY","131022704627W300","EPPH 131/02-27-046-27W3/00 SPRK","WI","2010-11-10","3198","Item Updated"
"a8k16000000fxyMAAQ","131022105025W300","TNSH 131/02-21-050-25W3/00 MCLN","WI","2012-06-12","488","Item Updated"
"a8k16000000fzlWAAQ","131020605023W300","PKWL 131/02-06-050-23W3/00 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000g08QAAQ","131012904926W302","ABRH 131/01-29-049-26W3 GP","WI","2011-04-04","1041","Item Updated"
"a8k16000000fxuTAAQ","131012105025W300","TNSH 131/01-21-050-25W3/00 MCLN","WI","2010-11-06","63","Item Updated"
"a8k16000000fzBLAAY","124090105024W300","PKWL N2  24/09-01-050-24W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fxjzAAA","122053604824W300","LCSI 122/05-36-048-24W3/00","WI","2013-06-05","423","Item Updated"
"a8k16000000g0BqAAI","122022205027W300","ABRH 122/02-22-050-27W3 SPRK","WI","2010-05-01","24","Item Updated"
"a8k16000000fzniAAA","121162805020W300","MRVH 121/16-28-050-20W3/00","WI","2017-05-03","27","Item Updated"
"a8k16000000fy4pAAA","121161404824W303","LSDH 121/16-14-048-24W3 MNVL","WI","2009-05-25","96.5","Item Updated"
"a8k16000000g1J9AAI","121153504828W303","ABRH 121/15-35-048-28W3/03","WI","2013-06-02","11","Item Updated"
"a8k16000000fy4nAAA","121151404824W300","LSDH 121/15-14-048-24W3 WSEC","WI","2010-05-25","478","Item Updated"
"a8k16000000fxgGAAQ","121150304924W300","LCSI 121/15-03-049-24W3/00","WI","2012-06-03","125","Item Updated"
"a8k16000000fyItAAI","121143504824W302","LCSI 121/14-35-048-24W3/02","WI","2010-05-08","391","Item Updated"
"a8k16000000g21QAAQ","121141604820W300","EDMH 121/14-16-048-20W3/00","WI","2015-06-04","33","Item Updated"
"a8k16000000g02eAAA","121132705125W300","TNCH 121/13-27-051-25W3/00","WI","2013-07-16","91","Item Updated"
"a8k16000000fxgMAAQ","121131104924W300","LSDH 121/13-11-049-24W3/00","WI","2010-05-30","342","Item Updated"
"a8k16000000fxa0AAA","121123404822W300","LSDH 121/12-34-048-22W3 SPRK","WI","2009-06-06","191.8","Item Updated"
"a8k16000000fy3wAAA","121120904924W300","LSDH 121/12-09-049-24W3 WSEC","WI","2009-05-06","167","Item Updated"
"a8k16000000fz3SAAQ","121120605023W300","PKWL R10  21/12-06-050-23W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fz4MAAQ","121120605019W300","MRVH 121/12-06-050-19W3 WSEC","WI","2012-11-02","13","Item Updated"
"a8k16000000fy8nAAA","121120404927W302","ABRH 121/12-04-049-27W3 SPRK","WI","2012-07-10","607","Item Updated"
"a8k16000000fyNDAAY","121120104924W302","LCSI 121/12-01-049-24W3/02","WI","2009-05-26","252.8","Item Updated"
"a8k16000000g0X7AAI","121112304828W300","EPPH 121/11-23-048-28W3/00","WI","2013-10-01","637","Item Updated"
"a8k16000000bm7NAAQ","121111504028W300","NEND 121/11-15-040-28W3 CMGS","WI","2009-09-09","","Item Updated"
"a8k16000000fy3tAAA","121110904924W300","LSDH 121/11-09-049-24W3 WSEC","WI","2009-05-05","326","Item Updated"
"a8k16000000fyEyAAI","121102504824W302","LSDH 121/10-25-048-24W3 MNVL","WI","2009-05-23","145.4","Item Updated"
"a8k16000000fzJVAAY","121100204920W300","EDMH 121/10-02-049-20W3/00","WI","2015-04-29","3","Item Updated"
"a8k16000000fzBTAAY","121100105024W300","PKWL 3B10-1  21/10-01-050-24W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000g0tcAAA","121092904727W300","EPPH 121/09-29-047-27W3/00","WI","2013-06-30","1091","Item Updated"
"a8k16000000fzBIAAY","121090105024W300","PKWL N7  21/09-01-050-24W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000g1w9AAA","121090104923W300","GULH 121/09-01-049-23W3/00","WI","2014-06-27","152","Item Updated"
"a8k16000000g1BuAAI","121083504824W302","LCSI 121/08-35-048-24W3/02","WI","2009-05-10","358.2","Item Updated"
"a8k16000000fy07AAA","121083304822W300","LSDH 121/08-33-048-22W3 SPRK","WI","2010-04-26","252","Item Updated"
"a8k16000000g0TYAAY","121082704627W300","EPPH 121/08-27-046-27W3 SPRK","WI","2012-07-25","10","Item Updated"
"a8k16000000fzVuAAI","121082105022W300","WZLH 121/08-21-050-22W3 SPRK","WI","2013-05-15","81","Item Updated"
"a8k16000000fzU2AAI","121080605023W300","PKWL V16  21/08-06-050-23W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000g071AAA","121080104826W300","LSHH 121/08-01-048-26W3 SPRK","WI","2012-07-19","48","Item Updated"
"a8k16000000fz60AAA","121072404920W300","ECSI 121/07-24-049-20W3/00","WI","2017-11-01","603","Item Updated"
"a8k16000000g1GtAAI","121072105023W302","GULH 121/07-21-050-23W3/02","WI","2015-05-23","334","Item Updated"
"a8k16000000fxaGAAQ","121062504824W300","LSDH 121/06-25-048-24W3 WSEC","WI","2009-05-22","46","Item Updated"
"a8k16000000fy0PAAQ","121060904924W303","LSDH 121/06-09-049-24W3/03","WI","2011-09-19","95","Item Updated"
"a8k16000000g1oaAAA","121060604422W302","FRMH 121/06-06-044-22W3/02","WI","2012-05-14","34","Item Updated"
"a8k16000000fxYaAAI","121053605126W303","TNNH 121/05-36-051-26W3 MNVL","WI","2009-06-14","0.432","Item Updated"
"a8k16000000g0X3AAI","121052304828W300","EPPH 121/05-23-048-28W3/00","WI","2012-08-21","759","Item Updated"
"a8k16000000g1q0AAA","121051605223W300","CLTH 121/05-16-052-23W3/00","WI","2017-06-08","111","Item Updated"
"a8k16000000fxgKAAQ","121051104924W300","LSDH 121/05-11-049-24W3 WSEC","WI","2010-05-30","253","Item Updated"
"a8k16000000fxgbAAA","121043404824W300","LSDH 121/04-34-048-24W3 WSEC","WI","2009-04-27","504.4","Item Updated"
"a8k16000000g1KHAAY","121043404727W300","EPPH 121/04-34-047-27W3/00","WI","2013-07-07","233","Item Updated"
"a8k16000000g1QTAAY","121041205127W300","ABRH 121/04-12-051-27W3/00","WI","2014-06-27","0.052","Item Updated"
"a8k16000000fzGMAAY","121032705223W302","CLTH 121/03-27-052-23W3/02","WI","2012-04-30","0","Item Updated"
"a8k16000000fyGXAAY","121031104924W300","LSDH 121/03-11-049-24W3 WSEC","WI","2009-05-26","325.6","Item Updated"
"a8k16000000fxsVAAQ","121020504924W300","LSDH 121/02-05-049-24W3/00","WI","2010-05-07","263","Item Updated"
"a8k16000000fy9CAAQ","121011604927W300","ABRH 121/01-16-049-27W3 SPRK","WI","2017-11-05","110","Item Updated"
"a8k16000000fzlrAAA","115110105024W300","PKWL E4  15/11-01-050-24W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fzpMAAQ","115050605023W300","PKWL S3  15/05-06-050-23W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fz3tAAA","115020605023W300","PKWL Y8  15/02-06-050-23W3 WSEC","WI","2018-04-18","0","Item Updated"
"a8k16000000fzlUAAQ","114020605023W300","PKWL Y2  14/02-06-050-23W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000g1nyAAA","113122906404W400","TUCH 113/12-29-064-04W4/00","WI","2015-03-28","15","Item Updated"
"a8k16000000fz7iAAA","113080105024W300","PKWL 3A8-1  13/08-01-050-24W3/00","WI","2012-09-30","","Item Updated"
"a8k16000000fz3sAAA","113020605023W300","PKWL Y3 13/02-06-050-23W3/00","WI","2012-09-30","","Item Updated"
"a8k16000000fxsvAAA","112163504823W300","LSDH 112/16-35-048-23W3 SPRK","WI","2010-07-03","4667","Item Updated"
"a8k16000000fyDzAAI","112152105125W300","TNCH 112/15-21-051-25W3 LDMR","WI","2010-06-01","79","Item Updated"
"a8k16000000g1GPAAY","112143504924W304","LSDH 112/14-35-049-24W3/04","WI","2016-05-11","119","Item Updated"
"a8k16000000fyTNAAY","112143504924W303","LSDH 112/14-35-049-24W3 SPRK","WI","2012-04-23","644","Item Updated"
"a8k16000000fz9sAAA","112142404920W300","EDMH 112/14-24-049-20W3 CLNY","WI","2011-05-23","195","Item Updated"
"a8k16000000fxvpAAA","112141504923W302","GULH 112/14-15-049-23W3 SPRK","WI","2017-02-22","203","Item Updated"
"a8k16000000g0nzAAA","112140505024W302","BGLH 112/14-05-050-24W3 SPRK","WI","2011-08-20","0","Item Updated"
"a8k16000000g0nyAAA","112140505024W300","BGLH 112/14-05-050-24W3 GP","WI","2009-05-18","1979","Item Updated"
"a8k16000000fxvAAAQ","112131805125W303","TNNH 112/13-18-051-25W3/03","WI","2013-05-21","904","Item Updated"
"a8k16000000fxv9AAA","112131805125W302","TNNH 112/13-18-051-25W3 MCLN","WI","2010-06-20","128","Item Updated"
"a8k16000000fxv9AAA","112131805125W302","TNNH 112/13-18-051-25W3 MCLN","WI","2010-05-01","54","Item Updated"
"a8k16000000g06oAAA","112131104728W300","WSCN 112/13-11-047-28W3/00","WI","2012-06-04","0","Item Updated"
"a8k16000000fySMAAY","112130704821W300","RUSH 112/13-07-048-21W3 WSEC","WI","2009-06-06","0","Item Updated"
"a8k16000000g1z4AAA","112130504823W300","LSDH 112/13-05-048-23W3/00","WI","2015-05-09","0","Item Updated"
"a8k1L000000KysUQAS","112123504924W303","LSDH 112/12-35-049-24W3/03","WI","2017-12-15","604","Item Updated"
"a8k16000000fyTKAAY","112123504924W300","LSDH 112/12-35-049-24W3/00","WI","2017-07-02","1540","Item Updated"
"a8k16000000g1b7AAA","112123504922W303","GULH 112/12-35-049-22W3/03","WI","2015-05-20","560","Item Updated"
"a8k16000000fyB6AAI","112121005123W300","GULH 112/12-10-051-23W3 SPRK","WI","2010-06-08","135","Item Updated"
"a8k16000000g0iVAAQ","112120505024W300","BGLH 112/12-05-050-24W3 SPRK","WI","2010-06-20","613","Item Updated"
"a8k16000000g1z2AAA","112120504823W303","LSDH 112/12-05-048-23W3/03","WI","2015-05-13","128","Item Updated"
"a8k16000000g1EnAAI","112120205022W302","GULH 112/12-02-050-22W3/02","WI","2015-05-06","10","Item Updated"
"a8k16000000g1ESAAY","112113504922W302","GULH 112/11-35-049-22W3/02","WI","2015-05-19","65","Item Updated"
"a8k16000000fyBaAAI","112113304822W302","LSDH 112/11-33-048-22W3 WSEC","WI","2009-07-01","729.1","Item Updated"
"a8k16000000g1LZAAY","112112305126W302","TNNH 112/11-23-051-26W3/02","WI","2017-06-01","3841","Item Updated"
"a8k16000000fxfVAAQ","112110905225W300","TNNH 112/11-09-052-25W3 LDMR","WI","2009-06-24","1926","Item Updated"
"a8k16000000fyNpAAI","112110504922W300","GULH 112/11-05-049-22W3/00 SPRK","WI","2012-06-06","36","Item Updated"
"a8k16000000fzEqAAI","112110105024W300","PKWL 3A11-1  12/11-01-050-24W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fzBPAAY","112100105024W300","PKWL F7  12/10-01-050-24W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fyP0AAI","112093404924W302","LSDH 112/09-34-049-24W3/02","WI","2017-06-27","0","Item Updated"
"a8k16000000fzavAAA","112092905223W300","BTHM R3 12/09-29-052-23W3/00","WI","2012-09-30","0","Item Updated"
"a8k16000000g1miAAA","112092805020W300","MRVH 112/09-28-050-20W3/00","WI","2017-04-26","84","Item Updated"
"a8k16000000g02DAAQ","112091705124W302","TNCH 112/09-17-051-24W3 SPRK","WI","2010-06-01","202","Item Updated"
"a8k16000000fzBHAAY","112090105024W300","PKWL N11  12/09-01-050-24W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000g1b1AAA","112080705225W302","TNNH 112/08-07-052-25W3/02","WI","2016-03-12","0","Item Updated"
"a8k16000000fz6wAAA","112080704826W300","LSHH 112/08-07-048-26W3 SPRK","WI","2009-05-17","71","Item Updated"
"a8k16000000fz7hAAA","112080105024W300","PKWL 2A8-1  12/08-01-050-24W3/00","WI","2012-09-30","","Item Updated"
"a8k16000000fyKnAAI","112072804924W300","LSDH 112/07-28-049-24W3/00 REX","WI","2010-05-23","105","Item Updated"
"a8k16000000fzduAAA","112063604428W300","MRSH 112/06-36-044-28W3 SPRK","WI","2010-06-05","3928","Item Updated"
"a8k16000000g1rvAAA","112063504924W302","LSDH 112/06-35-049-24W3/02","WI","2017-07-05","0","Item Updated"
"a8k16000000fyTFAAY","112063504924W300","LSDH 112/06-35-049-24W3/00","WI","2012-04-30","250","Item Updated"
"a8k16000000fzfnAAA","112062204820W300","EDMH 112/06-22-048-20W3 SPRK","WI","2012-06-07","38","Item Updated"
"a8k16000000fy7PAAQ","112061005123W300","GULH 112/06-10-051-23W3 SPRK","WI","2009-05-23","287","Item Updated"
"a8k16000000g21wAAA","112051905127W302","ABRH 112/05-19-051-27W3/02","WI","2018-05-04","181","Item Updated"
"a8k16000000g21wAAA","112051905127W302","ABRH 112/05-19-051-27W3/02","WI","2017-10-15","20","Item Updated"
"a8k16000000fzGaAAI","112051904919W300","EDMH 112/05-19-049-19W3 WSEC","WI","2009-05-21","671.5","Item Updated"
"a8k16000000fzpJAAQ","112050605023W300","PKWL P3  12/05-06-050-23W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fz1QAAQ","112043605020W300","MRVH 112/04-36-050-20W3/00","WI","2012-06-17","29","Item Updated"
"a8k16000000fyGIAAY","112041004821W302","RUSH 112/04-10-048-21W3 WSEC","WI","2014-05-20","13","Item Updated"
"a8k16000000fyS1AAI","112030604922W300","GULH 112/03-06-049-22W3 MNVL","WI","2009-06-02","966.6","Item Updated"
"a8k16000000fzCNAAY","112013105022W304","WZLH 112/01-31-050-22W3 MNVL","WI","2012-05-29","307","Item Updated"
"a8k16000000fxs0AAA","112011504923W300","GULH 112/01-15-049-23W3 WSEC","WI","2009-05-29","229","Item Updated"
"a8k16000000fxgXAAQ","111163404822W300","LSDH 111/16-34-048-22W3 SPRK","WI","2010-03-29","4","Item Updated"
"a8k16000000g1tYAAQ","111162905123W302","CLTH 111/16-29-051-23W3/02","WI","2014-08-23","391","Item Updated"
"a8k16000000fz0bAAA","111162705021W300","MRVH 111/16-27-050-21W3/00","WI","2013-07-02","2","Item Updated"
"a8k16000000fxkTAAQ","111162704923W300","GULH 111/16-27-049-23W3 WSEC","WI","2009-06-01","77.8","Item Updated"
"a8k16000000g1yEAAQ","111162605124W300","CLTH 111/16-26-051-24W3/00","WI","2015-07-21","26","Item Updated"
"a8k16000000fzmiAAA","111162604820W303","EDMH 111/16-26-048-20W3/03","WI","2009-05-23","3","Item Updated"
"a8k16000000g0tHAAQ","111162404828W304","EPPH 111/16-24-048-28W3 MCLN","WI","2012-05-20","439","Item Updated"
"a8k16000000g0TRAAY","111162204627W300","EPPH 111/16-22-046-27W3 SPRK","WI","2012-07-21","36","Item Updated"
"a8k16000000g1LXAAY","111162104925W304","BGLH 111/16-21-049-25W3/04","WI","2015-10-16","10","Item Updated"
"a8k16000000fzJSAAY","111162104919W300","EDMH 111/16-21-049-19W3 WSEC","WI","2012-07-18","51","Item Updated"
"a8k16000000fxsIAAQ","111162104822W302","LSDH 111/16-21-048-22W3 WSEC","WI","2010-05-09","131","Item Updated"
"a8k16000000fzffAAA","111162004820W303","EDMH 111/16-20-048-20W3 MNVL","WI","2010-08-24","20","Item Updated"
"a8k16000000fxYmAAI","111161905125W302","TNNH 111/16-19-051-25W3 GP","WI","2011-09-17","5758","Item Updated"
"a8k16000000g08NAAQ","111161904926W300","ABRH 111/16-19-049-26W3 SPRK","WI","2014-09-12","820","Item Updated"
"a8k16000000fxU3AAI","111161705225W302","TNNH 111/16-17-052-25W3/02","WI","2015-05-30","533","Item Updated"
"a8k16000000fz6DAAQ","111161704426W300","MANT 111/16-17-044-26W3/00","WI","2016-06-30","343","Item Updated"
"a8k16000000g0E9AAI","111161605225W300","TNNH 111/16-16-052-25W3 MCLN","WI","2012-08-07","345","Item Updated"
"a8k16000000fzftAAA","111161505223W300","CLTH 111/16-15-052-23W3/00","WI","2013-05-22","25","Item Updated"
"a8k16000000g2A2AAI","111161505020W302","MRVH 111/16-15-050-20W3/02","WI","2017-11-25","53","Item Updated"
"a8k16000000fxyoAAA","111161305025W302","TNSH 111/16-13-050-25W3/02","WI","2013-05-16","236","Item Updated"
"a8k16000000fxynAAA","111161305025W300","TNSH 111/16-13-050-25W3 LDMR","WI","2012-08-09","386","Item Updated"
"a8k16000000fxeEAAQ","111161304822W300","RUSH 111/16-13-048-22W3/00 SPRK","WI","2009-05-02","65","Item Updated"
"a8k16000000fzVpAAI","111161105022W300","WZLH 111/16-11-050-22W3 WSEC","WI","2013-05-31","26","Item Updated"
"a8k16000000fxhzAAA","111160905127W300","ABRH 111/16-09-051-27W3 SPRK","WI","2009-05-28","180","Item Updated"
"a8k16000000fzDXAAY","111160704919W302","EDMH 111/16-07-049-19W3/02","WI","2012-07-29","75","Item Updated"
"a8k16000000g0jYAAQ","111160704825W300","LSHH 111/16-07-048-25W3 SPRK","WI","2011-10-31","826","Item Updated"
"a8k16000000fxfOAAQ","111160605225W300","TNNH 111/16-06-052-25W3 LDMR","WI","2014-03-10","5235","Item Updated"
"a8k16000000g1rrAAA","111160605024W304","BGLH 111/16-06-050-24W3/04","WI","2014-03-28","3311","Item Updated"
"a8k16000000g02yAAA","111160505325W300","TNNH 111/16-05-053-25W3 LDMR","WI","2010-05-01","892","Item Updated"
"a8k16000000fyFrAAI","111160104925W300","LSDH 111/16-01-049-25W3 SPRK","WI","2009-06-11","912.7","Item Updated"
"a8k16000000g0XJAAY","111160104628W300","EPPH 111/16-01-046-28W3 SPRK","WI","2012-05-05","369","Item Updated"
"a8k16000000fxcrAAA","111153605126W300","TNNH 111/15-36-051-26W3 LDMR","WI","2010-06-13","42","Item Updated"
"a8k16000000fxYSAAY","111153505126W302","THHH 111/15-35-051-26W3/02","WI","2013-05-27","81","Item Updated"
"a8k16000000fzcjAAA","111153504921W304","MRVH 111/15-35-049-21W3 MNVL","WI","2010-06-09","68","Item Updated"
"a8k16000000g1pgAAA","111153305020W303","MRVH 111/15-33-050-20W3/03","WI","2014-06-16","20","Item Updated"
"a8k16000000g1jJAAQ","111153105125W300","TNNH 111/15-31-051-25W3/00","WI","2014-05-06","2011","Item Updated"
"a8k16000000fzIXAAY","111153105122W300","WZLH 111/15-31-051-22W3 WSEC","WI","2013-06-16","138","Item Updated"
"a8k16000000fxuXAAQ","111153105024W302","TNSH 111/15-31-050-24W3/02","WI","2012-07-24","318","Item Updated"
"a8k16000000g0ISAAY","111153105024W300","TNSH 111/15-31-050-24W3/00 SPRK","WI","2010-06-21","300","Item Updated"
"a8k16000000g1tWAAQ","111152905123W300","CLTH 111/15-29-051-23W3/00","WI","2014-08-22","47","Item Updated"
"a8k16000000g1lzAAA","111152805123W302","CLTH 111/15-28-051-23W3/02","WI","2017-01-17","471","Item Updated"
"a8k16000000fzfxAAA","111152805019W302","MRVH 111/15-28-050-19W3/02","WI","2015-02-05","0","Item Updated"
"a8k16000000fzgkAAA","111152705022W302","WZLH 111/15-27-050-22W3 SPRK","WI","2012-05-10","121","Item Updated"
"a8k16000000fyW2AAI","111152704822W300","LSDH 111/15-27-048-22W3 SPRK","WI","2010-03-18","2","Item Updated"
"a8k16000000fzqpAAA","111152505125W303","CLTH 111/15-25-051-25W3 MNVL","WI","2009-06-15","94.9","Item Updated"
"a8k16000000fxeYAAQ","111152404923W300","GULH 111/15-24-049-23W3 WSEC","WI","2017-05-10","279","Item Updated"
"a8k16000000fzjBAAQ","111152304820W300","EDMH 111/15-23-048-20W3/00","WI","2013-06-28","61","Item Updated"
"a8k16000000g0j0AAA","111152004427W300","MRSH 111/15-20-044-27W3 SPRK","WI","2010-06-22","833","Item Updated"
"a8k16000000fzJ0AAI","111151805122W302","WZLH 111/15-18-051-22 WSCA","WI","2012-04-21","40","Item Updated"
"a8k16000000fzIjAAI","111151505123W300","CLTH 111/15-15-051-23W3 WSEC","WI","2012-05-08","150","Item Updated"
"a8k16000000fy9AAAQ","111151504927W303","ABRH 111/15-15-049-27W3 MNVL","WI","2014-05-10","1543","Item Updated"
"a8k16000000g1PgAAI","111150904726W302","LSHH 111/15-09-047-26W3/02","WI","2013-06-13","221","Item Updated"
"a8k16000000fzl5AAA","111150904726W300","LSHH 111/15-09-047-26W3 LDMR","WI","2009-07-05","40","Item Updated"
"a8k16000000g1HEAAY","111150904423W302","FRMH 111/15-09-044-23W3/02","WI","2016-11-07","107","Item Updated"
"a8k16000000fzGsAAI","111150904423W300","FRMH 111/15-09-044-23W3 SPRK","WI","2012-05-18","835","Item Updated"
"a8k16000000fzVNAAY","111150805019W300","MRVH 111/15-08-050-19W3 WSEC","WI","2010-04-27","83","Item Updated"
"a8k16000000fzkyAAA","111150804726W300","LSHH 111/15-08-047-26W3 LDMR","WI","2009-07-08","198","Item Updated"
"a8k16000000fz9DAAQ","111150705120W300","MRVH 111/15-07-051-20W3/00","WI","2013-07-07","26","Item Updated"
"a8k16000000g29nAAA","111150704525W302","MRSH 111/15-07-045-25W3/02","WI","2017-08-25","254","Item Updated"
"a8k16000000g1t2AAA","111150605223W300","CLTH 111/15-06-052-23W3/00","WI","2016-09-25","4","Item Updated"
"a8k16000000fyR4AAI","111150504925W300","BGLH 111/15-05-049-25W3 MCLN","WI","2013-11-03","505","Item Updated"
"a8k16000000g0SJAAY","111150305227W300","TNNH 111/15-03-052-27W3 MCLN","WI","2009-05-27","487","Item Updated"
"a8k16000000g1zZAAQ","111150304824W300","LSDH 111/15-03-048-24W3/00","WI","2015-05-08","0","Item Updated"
"a8k16000000fyFnAAI","111150104925W304","LSDH 111/15-01-049-25W3 MNVL","WI","2009-06-12","239.6","Item Updated"
"a8k16000000fz4mAAA","111143505021W300","MRVH 111/14-35-050-21W3/00","WI","2012-04-21","0","Item Updated"
"a8k16000000g0CwAAI","111143504826W300","LSHH 111/14-35-048-26W3/00","WI","2013-07-06","434","Item Updated"
"a8k16000000g1ljAAA","111143405123W302","CLTH 111/14-34-051-23W3/02","WI","2017-03-25","15","Item Updated"
"a8k16000000fxXsAAI","111143305125W302","TNNH 111/14-33-051-25W3/02","WI","2012-03-04","5169","Item Updated"
"a8k16000000fy86AAA","111143304922W300","GULH 111/14-33-049-22W3 WSEC","WI","2017-05-31","137","Item Updated"
"a8k16000000fyXAAAY","111143004922W300","GULH 111/14-30-049-22W3/00","WI","2018-04-11","58","Item Updated"
"a8k16000000g1EsAAI","111142804924W302","LDSH 111/14-28-049-24W3/02","WI","2017-08-10","25","Item Updated"
"a8k16000000fzUcAAI","111142705123W303","CLTH 111/14-27-051-23W3 MNVL","WI","2013-06-18","17","Item Updated"
"a8k16000000fxh5AAA","111142704822W300","LSDH 111/14-27-048-22W3 SPRK","WI","2012-06-24","306","Item Updated"
"a8k16000000fzdPAAQ","111142704625W300","MRSH 111/14-27-046-25W3 MCLN","WI","2009-04-20","1298","Item Updated"
"a8k16000000fyQaAAI","111142505126W300","TNNH 111/14-25-051-26W3 LDMR","WI","2009-09-04","10450","Item Updated"
"a8k16000000fznLAAQ","111142505124W300","CLTH 111/14-25-051-24W3 SPRK","WI","2008-11-28","263","Item Updated"
"a8k16000000fzZ8AAI","111142504920W302","MCSI 111/14-25-049-20W3/02","WI","2013-06-30","58","Item Updated"
"a8k16000000fzZ7AAI","111142504920W300","MCSI 111/14-25-049-20W3/00","WI","2009-05-13","93","Item Updated"
"a8k16000000g03wAAA","111142504825W300","LSHH 111/14-25-048-25W3 SPRK","WI","2012-06-27","157","Item Updated"
"a8k16000000g09iAAA","111142504428W300","MRSH 111/14-25-044-28W3 SPRK","WI","2009-10-28","2381","Item Updated"
"a8k16000000fy4CAAQ","111142304922W300","GULH 111/14-23-049-22W3 LDMR","WI","2009-06-08","176.1","Item Updated"
"a8k16000000fzjAAAQ","111142304820W302","EDMH 111/14-23-048-20W3 WSEC","WI","2012-05-13","178","Item Updated"
"a8k16000000fzj9AAA","111142304820W300","EDMH 111/14-23-048-20W3 GP","WI","2009-05-24","93.4","Item Updated"
"a8k16000000fxsEAAQ","111142104822W300","LSDH 111/14-21-048-22W3/00 WSEC","WI","2010-05-08","131","Item Updated"
"a8k16000000fzIxAAI","111141805122W300","WZLH 111/14-18-051-22W3 GP","WI","2009-08-28","23.1","Item Updated"
"a8k16000000fz6hAAA","111141804725W300","LSHH 111/14-18-047-25W3 SPRK","WI","2009-06-07","1278","Item Updated"
